0,3,4,-3.2,6.6,3.32653,-1.96885,0.202454,
1,4,3.32653,6.6,-1.96885,3.48127,-0.795915,0.0444499,
2,3.32653,3.48127,-1.96885,-0.795915,3.58628,0.247869,0.029279,
3,3.48127,3.58628,-0.795915,0.247869,3.56134,-0.0190821,0.00700163,
4,3.58628,3.56134,0.247869,-0.0190821,3.56312,-0.000401181,0.000500236,
