0,4,6.6,20.1123,3.67184,0.0893713,
1,3.67184,1.25791,12.6838,3.57267,0.0277593,
2,3.57267,0.100687,10.693,3.56325,0.00264256,
3,3.56325,0.000953246,10.5102,3.56316,2.54542e-05,
