0,0,-5,-4.82417,0.284362,1,
1,0.284362,-0.866883,-0.752569,0.360196,0.210535,
2,0.360196,-0.0490364,0.0505103,0.365122,0.0134913,
3,0.365122,0.000237672,0.098849,0.365098,6.60149e-05,
