0,120,130,-0.568246,0.265497,126.816,0.0148171,0.0251104,
1,130,126.816,0.265497,0.0148171,126.627,-0.000409575,0.00148643,
2,126.816,126.627,0.0148171,-0.000409575,126.632,6.14999e-07,3.99811e-05,
